,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
1827,Maruti Wagon R,350000,733000,2014,Dealer,84000,First Owner,Petrol,Manual,20.51,Maruti
1828,Hyundai Grand i10,430000,742000,2014,Individual,38000,First Owner,Petrol,Manual,18.9,Hyundai
1829,Hyundai Verna 1.6,490000,1645000,2013,Dealer,48000,First Owner,Petrol,Automatic,17.01,Hyundai
1830,Renault KWID AMT,415000,654000,2018,Dealer,9800,First Owner,Petrol,Automatic,24.04,Renault
1831,Hyundai Grand i10,445000,742000,2015,Dealer,88500,First Owner,Petrol,Manual,18.9,Hyundai
1832,Volkswagen Vento Petrol,400000,1630999,2013,Dealer,58212,First Owner,Petrol,Manual,15.04,Volkswagen
1833,Hyundai i10 Magna,270000,742000,2010,Dealer,84000,First Owner,Petrol,Automatic,19.2,Hyundai
1834,Hyundai Verna VTVT,975000,1645000,2019,Dealer,14200,First Owner,Petrol,Manual,17.0,Hyundai
1835,Honda City ZX,1400000,1698999,2019,Dealer,2600,First Owner,Petrol,Automatic,17.4,Honda
1836,Hyundai Verna 1.6,399000,1645000,2012,Dealer,58000,First Owner,Petrol,Manual,17.01,Hyundai
1837,Maruti Wagon R,250000,720000,2012,Individual,50000,First Owner,Petrol,Manual,18.9,Maruti
1838,Maruti Swift AMT,720000,943000,2019,Dealer,14500,First Owner,Petrol,Automatic,22.0,Maruti
1839,Hyundai i20 Magna,395000,1324000,2013,Dealer,37000,First Owner,Petrol,Manual,18.5,Hyundai
1840,Maruti Wagon R,400000,719000,2014,Individual,40000,First Owner,Petrol,Manual,20.51,Maruti
1841,Honda Jazz 1.2,615000,1145000,2018,Dealer,31909,First Owner,Petrol,Manual,18.7,Honda
1842,Hyundai Verna CRDi,254999,1811000,2009,Dealer,70000,First Owner,Diesel,Manual,16.8,Hyundai
1843,Maruti Wagon R,420000,733000,2016,Individual,39000,First Owner,Petrol,Manual,20.51,Maruti
1844,Datsun GO Plus,430000,874000,2017,Individual,40000,First Owner,Petrol,Manual,19.44,Datsun
1845,Ford Ecosport 1.5,550000,1371000,2014,Dealer,86000,First Owner,Diesel,Manual,22.7,Ford
1846,Maruti Swift VXI,350000,931000,2011,Dealer,32000,First Owner,Petrol,Manual,18.6,Maruti
1847,Hyundai i20 Sportz,445000,1324000,2013,Dealer,14258,First Owner,Petrol,Manual,18.6,Hyundai
1848,Renault KWID Reloaded,385000,668000,2017,Dealer,17000,First Owner,Petrol,Automatic,24.04,Renault
1849,Datsun GO Anniversary,335000,738000,2017,Individual,40000,First Owner,Petrol,Manual,20.63,Datsun
1850,Maruti Swift VXI,587000,931000,2018,Individual,20000,First Owner,Petrol,Manual,22.0,Maruti
1851,Maruti Celerio ZXI,450000,660000,2015,Individual,80000,First Owner,Petrol,Manual,23.1,Maruti
1852,Renault KWID Climber,395000,654000,2019,Dealer,10695,First Owner,Petrol,Manual,23.01,Renault
1853,Maruti Swift Dzire,420000,1031000,2013,Individual,154000,First Owner,Petrol,Manual,19.1,Maruti
1854,Volkswagen Vento IPL,350000,1598000,2010,Individual,80000,First Owner,Petrol,Automatic,14.8,Volkswagen
1855,Mahindra Bolero 2011-2019,480000,1055000,2014,Individual,80000,First Owner,Diesel,Manual,15.96,Mahindra
1856,Hyundai Verna CRDi,885000,1811000,2018,Dealer,35522,First Owner,Diesel,Manual,22.0,Hyundai
1857,Honda City i,745000,1763000,2014,Dealer,65000,First Owner,Diesel,Manual,26.0,Honda
1858,Maruti Wagon R,450000,720000,2017,Dealer,24000,First Owner,Petrol,Manual,20.51,Maruti
1859,Hyundai Verna 1.4,765000,1779000,2017,Dealer,46000,First Owner,Diesel,Manual,24.8,Hyundai
1860,Hyundai i10 Magna,260000,742000,2012,Dealer,66500,First Owner,Petrol,Manual,19.81,Hyundai
